index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
2955,tm420800,"To Each, Her Own",MOVIE,2018,,95,"['romance', 'comedy', 'drama', 'european']",GB,,tt15739130,5.4,1726
2956,ts80692,REA(L)OVE,SHOW,2018,TV-MA,45,['reality'],US,1,tt8477194,6.6,210
2957,ts113031,Droppin' Cash: Los Angeles,SHOW,2018,TV-MA,23,['reality'],GB,2,tt7983796,3.4,116
2958,ts75138,Argon,SHOW,2017,,63,['drama'],US,1,tt7094798,7.3,261
2959,tm373134,Night of Knots,MOVIE,2018,G,100,['comedy'],US,,tt8045670,5.4,1282
2960,tm348191,Love You to the Stars and Back,MOVIE,2017,,111,"['drama', 'comedy', 'romance']",US,,tt7127344,7.6,531
2961,tm375091,Marlon Wayans: Woke-ish,MOVIE,2018,,68,"['comedy', 'documentation']",US,,tt7655590,6.5,1390
2962,ts55576,Buddy Thunderstruck,SHOW,2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",US,2,tt6591468,7.8,489
2963,tm307383,Ghost Hunting,MOVIE,2017,,94,"['documentation', 'european']",US,,tt6568868,7.1,219
2964,tm469399,Music Teacher,MOVIE,2018,,101,"['drama', 'romance']",US,,tt3257794,6.2,684
2965,tm347060,Poster Boys,MOVIE,2017,PG-13,128,['comedy'],GB,,tt6352548,5.5,1541
2966,ts76646,Blazing Transfer Students,SHOW,2017,TV-MA,26,"['action', 'comedy']",GB,1,tt7931520,7,116
2967,ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,32,"['comedy', 'drama']",US,1,tt8498114,6.4,816
2968,tm430660,Munafik 2,MOVIE,2018,,104,['horror'],GB,,tt7059506,6.3,1654
2969,tm430059,The Hows of Us,MOVIE,2018,,117,"['drama', 'comedy', 'romance']",US,,tt8769032,6.7,2695
2970,ts101883,Regiment Diaries,SHOW,2018,TV-PG,42,['documentation'],US,2,tt9642576,8.6,80
2971,tm324753,Marco Luque - We are together,MOVIE,2017,,73,['comedy'],US,,tt6852616,4.4,76
2972,tm314138,Felipe Neto: My Life Makes No Sense,MOVIE,2017,,90,"['comedy', 'documentation']",US,,tt6690322,4.4,245
2973,tm327619,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,2017,,62,['comedy'],US,,tt7127976,4.3,330
2974,tm244473,Blessed Benefit,MOVIE,2017,,83,"['comedy', 'drama', 'european']",US,,tt5161784,6.6,665
2975,ts84985,Robozuna,SHOW,2018,,22,['animation'],US,3,tt8454808,6.6,92
2976,tm371622,Malena Pichot: Estupidez compleja,MOVIE,2018,,50,['comedy'],GB,,tt7607370,5.7,360
2977,tm464947,Chief Daddy,MOVIE,2018,,98,"['comedy', 'drama']",GB,,tt9652322,4.7,269
2978,tm442354,Adhugo,MOVIE,2018,,110,['drama'],US,,tt7822454,5.9,65
2979,tm439678,Solo el amor,MOVIE,2018,,93,"['romance', 'drama', 'music', 'comedy']",GB,,tt7608430,4.7,68
2980,tm446558,Hedefim Sensin,MOVIE,2018,,105,['comedy'],US,,tt8493514,6.2,4384
2981,tm366383,Deliha 2,MOVIE,2018,G,106,['comedy'],US,,tt7871636,4.7,2554
2982,tm414340,Spivak,MOVIE,2018,,91,['comedy'],US,,tt6342110,5.6,732
2983,tm197806,For Here or to Go?,MOVIE,2017,,105,"['drama', 'comedy']",US,,tt4157510,6.8,605
2984,tm361161,DreamWorks Home: For the Holidays,MOVIE,2017,PG-13,45,"['fantasy', 'comedy', 'family', 'scifi', 'animation']",US,,tt7713204,4.9,149
2985,ts86302,Check The Store Next Door,SHOW,2018,TV-14,30,"['comedy', 'drama']",US,2,tt9545904,7.8,129
2986,tm431169,Late Life: The Chien-Ming Wang Story,MOVIE,2018,,97,"['documentation', 'sport']",US,,tt8234502,7.2,465
2987,tm344562,Listen,MOVIE,2017,,109,"['drama', 'romance']",GB,,tt6350558,6.6,227
2988,tm363878,Aiyaary,MOVIE,2018,,157,"['thriller', 'action', 'drama']",GB,,tt6774212,5.2,4671
2989,ts84038,Battlefish,SHOW,2018,,45,['reality'],US,1,tt8893566,7,426
2990,tm426238,Pulang,MOVIE,2018,,120,"['drama', 'romance', 'action']",GB,,tt8595708,6.7,594
2991,ts74805,A Little Help with Carol Burnett,SHOW,2018,TV-G,34,[],US,1,tt7204366,6.3,233
2992,tm518107,Alter Ego,MOVIE,2017,,111,['drama'],US,,tt7125822,5.7,55
2993,ts255677,Pucca: Love Recipe,SHOW,2018,TV-Y7,24,['comedy'],US,1,,,
2994,tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,2018,,80,['documentation'],US,,tt8219520,7.4,204
2995,tm323602,The Price of Success,MOVIE,2017,,92,"['drama', 'comedy', 'european']",US,,tt6194540,5.8,362
2996,tm438250,"I, Potro",MOVIE,2018,,50,"['comedy', 'sport']",US,,tt9154584,6.2,493
2997,tm351181,Turkish Dance School,MOVIE,2017,PG-13,111,"['drama', 'comedy']",US,,tt7533878,5.7,2113
2998,ts82591,Spiritual House,SHOW,2017,TV-PG,41,[],GB,1,,,
2999,tm374395,Vanjagar Ulagam,MOVIE,2018,PG-13,161,"['thriller', 'action', 'crime', 'drama']",GB,,tt7933564,6,258
3000,tm360763,Verses of Love 2,MOVIE,2017,,125,"['drama', 'romance']",US,,tt7128070,5.9,603
3001,tm423802,Luciano Mellera: Infantiloide,MOVIE,2018,PG-13,66,['comedy'],GB,,tt7607400,7.5,1516
3002,tm442805,My Travel Buddy 2,MOVIE,2018,PG-13,116,['comedy'],US,,tt8748256,5.8,3217
3003,tm345960,Alan Saldaña: mi vida de pobre,MOVIE,2017,,53,['comedy'],US,,tt7183082,6.3,68
3004,tm319127,Vir Das: Abroad Understanding,MOVIE,2017,,65,['comedy'],US,,tt6822400,6.9,1697
3005,tm430666,Hantu Kak Limah,MOVIE,2018,,111,"['horror', 'comedy']",US,,tt8757960,5.6,677
3006,tm431214,Back to Q82,MOVIE,2017,,105,"['scifi', 'action', 'comedy']",US,,tt6225842,6,94
3007,tm369315,Garbage,MOVIE,2018,,105,"['thriller', 'drama']",US,,tt7981260,3.4,1004
3008,tm408781,Teefa in Trouble,MOVIE,2018,PG-13,155,"['drama', 'comedy', 'crime', 'romance', 'action']",US,,tt8043306,7.3,3569
3009,tm361633,Potato Potahto,MOVIE,2017,,104,['comedy'],GB,,tt6950250,4.1,208
3010,tm327636,Joe Mande's Award-Winning Comedy Special,MOVIE,2017,,66,"['comedy', 'documentation']",GB,,tt7183876,6.1,498
3011,ts119220,The Hollywood Masters,SHOW,2017,TV-MA,34,['documentation'],US,3,tt7178034,7.2,86
3012,tm349418,The Royal Hibiscus Hotel,MOVIE,2018,,90,"['comedy', 'romance']",GB,,tt7229730,5.5,276
3013,ts85250,Kulipari: Dream Walker,SHOW,2018,TV-Y7,19,"['fantasy', 'animation', 'action']",US,1,tt9203064,7.7,91
3014,tm153164,Puriyaatha Puthir,MOVIE,2017,,140,['thriller'],US,,tt3407614,6.6,1032
3015,tm428982,Son Of Adam,MOVIE,2018,,109,['thriller'],US,,,,
3016,ts56251,ID-0,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",US,1,tt7161218,6.2,320
3017,tm447263,Super Monsters and the Wish Star,MOVIE,2018,,27,['fantasy'],US,,,,
3018,tm346398,Ryan Hamilton: Happy Face,MOVIE,2017,,56,"['comedy', 'documentation']",US,,tt6892378,7.3,921
3019,ts106612,Chicken Soup for the Soul's Being Dad,SHOW,2018,TV-PG,40,['reality'],US,1,tt8908110,,
3020,tm305227,Daniel Sosa: Sosafado,MOVIE,2017,,77,['comedy'],GB,,tt6502534,5.4,98
3021,tm446104,Fantastica,MOVIE,2018,G,114,"['fantasy', 'comedy']",GB,,tt9270416,3.6,212
3022,tm459024,Food on the Go,MOVIE,2017,,66,"['documentation', 'european']",US,,tt7321504,6.3,211
3023,tm373864,Agustín Aristarán: Soy Rada,MOVIE,2018,,60,['comedy'],GB,,tt8004552,6.1,121
3024,tm306680,Grillo vs Grillo,MOVIE,2017,,95,"['comedy', 'european']",US,,tt6522846,5.2,129
3025,tm286520,Jim Gaffigan: Cinco,MOVIE,2017,,73,['comedy'],US,,tt6090102,7.1,2381
3026,tm447261,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,,58,"['comedy', 'drama', 'family']",US,,tt9315418,6.7,5633
3027,tm307698,My Ex & Whys,MOVIE,2017,,120,"['romance', 'drama']",US,,tt6544850,6.2,572
3028,tm244277,Pa Paandi,MOVIE,2017,,125,"['comedy', 'action', 'romance', 'family', 'drama']",US,,tt6734886,7.4,1725
3029,tm376844,Penalty Kick,MOVIE,2018,PG-13,89,['comedy'],US,,tt8007436,3.7,280
3030,tm814861,Noblemen,MOVIE,2018,,108,['drama'],US,,tt6514218,5.6,274
3031,tm352642,Bonboné,MOVIE,2018,,15,"['comedy', 'drama']",GB,,,,
3032,tm346390,Brad Paisley's Comedy Rodeo,MOVIE,2017,,63,['comedy'],GB,,tt6794448,5.7,151
3033,tm313118,"Love, Surreal and Odd",MOVIE,2017,G,95,"['comedy', 'romance']",US,,tt6555772,5.6,3216
3034,tm423315,Pacíficum,MOVIE,2017,,74,['documentation'],GB,,tt8026108,6.5,126
3035,tm417488,Mama's Boy,MOVIE,2018,,104,['comedy'],US,,tt8665900,6.1,987
3036,tm1073482,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,2018,G,86,[],US,,,,
3037,tm353791,Seven Sundays,MOVIE,2017,,128,"['drama', 'comedy']",US,,tt7502214,7.7,456
3038,tm444576,Puppy Star Christmas,MOVIE,2018,PG,90,"['family', 'comedy']",US,,tt8861786,3.6,248
3039,tm434776,Mo Amer: The Vagabond,MOVIE,2018,,56,"['comedy', 'documentation']",US,,tt9060526,7.3,799
3040,tm445258,Marriage Palace,MOVIE,2018,,102,['comedy'],US,,tt8852242,6.2,180
3041,ts55735,The Perfect Match,SHOW,2017,TV-14,44,"['comedy', 'drama']",US,1,,,
3042,ts82160,Harvey Street Kids,SHOW,2018,TV-Y7,24,"['action', 'family', 'animation', 'comedy']",GB,4,tt7758552,6.8,249
3043,tm364769,Pahuna: The Little Visitors,MOVIE,2017,,138,['drama'],GB,,tt6940696,7.5,397
3044,tm1118527,Shiva VS Autobots,MOVIE,2018,,79,[],US,,,,
3045,tm411508,Mahi NRI,MOVIE,2017,,132,"['comedy', 'drama']",GB,,tt5910902,5.9,83
3046,tm319477,Rodney King,MOVIE,2017,,52,"['crime', 'comedy', 'drama', 'history', 'documentation']",US,,tt6624312,5.8,601
3047,tm433215,Exes Baggage,MOVIE,2018,,104,"['drama', 'romance']",US,,tt8835552,6.4,267
3048,tm456983,Mauli,MOVIE,2018,,134,"['drama', 'action']",US,,tt8826936,5.6,362
3049,tm320756,Tracy Morgan: Staying Alive,MOVIE,2017,,60,['comedy'],US,,tt6680270,6.1,1202
3050,tm466084,Voulez-vous rire avec moi ce soir?,MOVIE,2018,,93,"['documentation', 'european']",US,,tt8413624,6.8,43
3051,tm430459,La Leyenda del Diamante,MOVIE,2018,,87,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']",US,,tt6487242,3.4,48
3052,tm413266,Pup Star: World Tour,MOVIE,2018,G,87,"['comedy', 'family']",US,,tt7322864,3.8,207
3053,tm404569,Shubh Aarambh,MOVIE,2017,,126,"['comedy', 'drama', 'family']",US,,tt6949882,6.8,121
3054,tm325610,Chris D'Elia: Man on Fire,MOVIE,2017,,65,"['comedy', 'documentation']",GB,,tt7068896,6.5,1720
3055,tm321563,A Drowning Man,MOVIE,2017,,15,['drama'],GB,,,,
3056,tm1063790,A Man for The Weekend,MOVIE,2017,,94,"['romance', 'comedy']",US,,tt15007420,4,11
3057,tm358239,DeRay Davis: How to Act Black,MOVIE,2017,PG,66,['comedy'],GB,,tt7288084,6.1,427
3058,tm354136,"El Especial de Alex Fernández, el Especial",MOVIE,2017,,52,['comedy'],US,,tt7520228,6.6,73
3059,ts54112,Life Plan A and B,SHOW,2017,TV-PG,80,['drama'],US,1,tt7034962,7.8,106
3060,tm411649,Thug Life,MOVIE,2017,,134,"['comedy', 'drama']",US,,tt9537072,5.7,48
3061,tm350945,Posesif,MOVIE,2017,,102,"['drama', 'comedy', 'romance']",US,,tt8425410,7.4,920
3062,tm244310,Merku Thodarchi Malai,MOVIE,2018,,122,['drama'],US,,tt7794052,8.6,1810
3063,tm370781,Natalia Valdebenito: El especial,MOVIE,2018,,76,['comedy'],US,,tt7663776,5.1,82
3064,tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,,77,['comedy'],US,,tt7607260,4.8,71
3065,tm368284,Arango y Sanint: Ríase el show,MOVIE,2018,,62,['comedy'],GB,,tt7606464,4,42
3066,tm328041,Doob,MOVIE,2017,,102,['drama'],GB,,tt5513920,6.2,1863
3067,tm375836,Adel Karam: Live from Beirut,MOVIE,2018,R,59,['comedy'],US,,tt8081748,5.5,144
3068,tm404610,Stretch Armstrong: The Breakout,MOVIE,2018,,45,['animation'],GB,,,,
3069,tm358370,Love and Shukla,MOVIE,2017,,117,"['romance', 'comedy', 'drama']",US,,tt7647198,7.3,933
3070,tm367105,Alejandro Riaño: Especial de stand up,MOVIE,2018,,60,['comedy'],US,,tt7607558,4.9,69
3071,tm289882,Birdshot,MOVIE,2017,,116,"['thriller', 'drama']",US,,tt6159150,6.6,781
3072,tm370472,Kavin Jay : Everybody Calm Down!,MOVIE,2018,,53,"['comedy', 'documentation']",US,,tt7924764,5.9,232
3073,tm369453,Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,,57,['comedy'],US,,tt7607492,6.7,80
3074,tm426367,Coco y Raulito: Carrusel de ternura,MOVIE,2018,PG-13,56,['comedy'],US,,tt7607498,6.6,39
3075,tm438005,First Love,MOVIE,2018,,122,"['drama', 'romance']",US,,tt9060390,6,149
3076,tm416134,Fernando Sanjiao: Hombre,MOVIE,2018,,63,['comedy'],GB,,tt7607332,6.3,57
3077,tm448690,Prince of Peoria: A Christmas Moose Miracle,MOVIE,2018,,29,['comedy'],GB,,,,
3078,ts97584,Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,['documentation'],US,1,tt7201224,6.2,24
3079,tm369210,Ricardo Quevedo: Hay gente así,MOVIE,2018,,58,['comedy'],GB,,tt7607450,6.3,104
3080,tm371741,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,,89,"['romance', 'comedy']",US,,tt7940122,4.6,216
3081,tm478147,The Lost Café,MOVIE,2018,,76,"['drama', 'comedy']",US,,tt7371662,6.4,24
3082,tm840936,Zoé: Panoramas,MOVIE,2017,PG,89,"['music', 'documentation']",US,,tt5158844,6.8,77
3083,tm349134,Fabrizio Copano: solo pienso en mí,MOVIE,2017,,59,['comedy'],US,,tt8134310,5,33
3084,tm459527,Good Game: The Beginning,MOVIE,2018,PG-13,104,"['comedy', 'drama', 'sport']",US,,tt8510324,4.4,1796
3085,tm440324,Santo cachón,MOVIE,2018,,87,['comedy'],US,,tt9189572,4.8,53
3086,tm450512,Pinky Memsaab,MOVIE,2018,,124,"['drama', 'family']",US,,tt8529070,6.3,521
3087,tm403197,Heaven Without People,MOVIE,2017,,91,['drama'],GB,,tt7583280,7.6,1249
3088,tm429383,Yoo Byung Jae: Discomfort Zone,MOVIE,2018,,54,['comedy'],GB,,,,
3089,tm458074,"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,,79,['comedy'],US,,tt9234638,5.2,20
3090,tm440208,Hadithi za Kumekucha: Fatuma,MOVIE,2018,,85,['drama'],GB,,tt8329296,7.6,8
3091,tm336084,Echcharikkai,MOVIE,2018,,134,"['thriller', 'crime', 'drama']",US,,tt7853268,6.3,307
3092,tm450769,Nathicharami,MOVIE,2018,,116,['drama'],US,,tt9084890,7.2,316
3093,tm362737,Facing Mecca,MOVIE,2017,,25,['drama'],US,,,,
3094,tm480647,Ayana,MOVIE,2017,,112,"['drama', 'documentation']",US,,tt6891660,7.4,128
3095,tm479734,Table Manners,MOVIE,2018,,105,"['comedy', 'drama']",US,,tt7385538,5.1,43
3096,tm478654,Salam - The First ****** Nobel Laureate,MOVIE,2018,,75,['documentation'],US,,tt7904606,7.8,414
3097,tm369079,Todd Glass: Act Happy,MOVIE,2018,,62,['comedy'],US,,tt7752142,5.1,366
3098,tm420789,Lilli,MOVIE,2018,PG,91,['thriller'],GB,,tt8273258,5.7,278
3099,tm368448,Eve's Apple,MOVIE,2017,,90,"['documentation', 'european']",GB,,tt7388694,5.9,86
3100,tm349140,Joaquín Reyes: Una y no más,MOVIE,2017,,77,['comedy'],US,,,,
3101,tm411528,Enissa Amani: Ehrenwort,MOVIE,2018,PG,65,"['comedy', 'european']",GB,,tt8328418,5.5,194
3102,tm348281,Kingdom of Us,MOVIE,2017,,109,"['documentation', 'drama']",US,,tt7321274,7,887
3103,tm423593,Aruna & Her Palate,MOVIE,2018,,106,"['romance', 'drama']",US,,tt8894180,7.2,765
3104,tm438105,Into the Wind,MOVIE,2018,,76,"['drama', 'european']",US,,tt8476276,4.2,42
3105,tm471288,Baby Mamas,MOVIE,2018,,93,"['drama', 'comedy']",US,,tt8686460,6.6,63
3106,ts80751,The Break with Michelle Wolf,SHOW,2018,TV-MA,30,['comedy'],US,1,tt8010342,5.1,1862
3107,tm346867,Lynne Koplitz: Hormonal Beast,MOVIE,2017,,51,['comedy'],US,,tt6892388,6.2,417
3108,tm312738,Jindua,MOVIE,2017,,140,"['romance', 'comedy', 'family']",US,,tt5917052,6.5,275
3109,tm404828,Yoo Byung Jae: Too Much Information,MOVIE,2018,,63,['comedy'],GB,,tt8140738,5.3,53
3110,ts57116,Ask the Doctor,SHOW,2017,,28,['documentation'],GB,3,tt7188736,6.5,289
3111,tm242887,Sei,MOVIE,2018,,128,"['thriller', 'action', 'crime']",US,,tt5820544,4.2,64
3112,tm494577,Oga Bolaji,MOVIE,2018,,91,['drama'],GB,,tt8847418,,
3113,tm444799,Christmas Catch,MOVIE,2018,,80,"['romance', 'comedy', 'crime']",US,,tt8322908,5.3,1428
3114,tm479933,Project Papa,MOVIE,2018,G,97,['drama'],US,,tt7243756,6.3,35
3115,ts80993,Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],US,2,tt7492122,6.3,17
3116,tm371188,#FriendButMarried,MOVIE,2018,,102,"['romance', 'comedy', 'drama']",US,,tt8076266,6.9,695
3117,tm367613,Mr. Chandramouli,MOVIE,2018,,122,"['romance', 'sport', 'comedy']",US,,tt7486356,5.1,234
3118,tm369452,Sebastián Marcelo Wainraich,MOVIE,2018,,49,['comedy'],US,,tt7607416,6.4,105
3119,ts81828,True: Wonderful Wishes,SHOW,2018,TV-Y,23,['animation'],US,1,,,
3120,tm430281,Dhh,MOVIE,2018,R,128,"['drama', 'family']",GB,,tt7613166,7.9,320
3121,tm445852,Three Words to Forever,MOVIE,2018,,106,"['drama', 'romance', 'comedy', 'family']",GB,,tt9248252,6.8,109
3122,tm512751,In Line,MOVIE,2017,,115,['drama'],US,,tt7508734,6.1,34
3123,tm447915,Little Singham aur Kaal ka Mahajaal,MOVIE,2018,,68,['comedy'],GB,,,,
3124,tm368697,Unexpectedly Yours,MOVIE,2017,,120,"['romance', 'comedy']",US,,tt7686876,6.8,178
3125,tm452767,Next Enti?,MOVIE,2018,,157,"['drama', 'romance', 'comedy']",US,,tt6972212,4.6,159
3126,ts236619,Loo Loo Kids Johny & Friends Musical Adventure,SHOW,2018,TV-Y,3,[],US,1,,,
3127,ts85660,The Sound of Your Heart: Reboot,SHOW,2018,,34,['comedy'],US,2,tt7885558,5.9,134
3128,ts119730,Luo Bao Bei,SHOW,2018,TV-Y,11,['animation'],US,1,tt7192414,8,38
3129,ts268283,RIDE ON TIME,SHOW,2018,TV-PG,24,[],US,3,,,
3130,ts104093,Dance & Sing With True,SHOW,2018,,0,"['animation', 'family']",US,1,tt9315892,,
3131,ts86360,Pretty Man,SHOW,2018,TV-14,35,['family'],GB,2,,,
3132,tm368006,Harith Iskander: I Told You So,MOVIE,2018,,61,['comedy'],GB,,tt7902184,4.6,172
3133,ts58061,Memories of Love,SHOW,2018,TV-PG,44,"['drama', 'romance']",US,1,tt8246636,5.9,16
3134,tm834886,Wedy Atkalam,MOVIE,2018,,72,"['drama', 'comedy']",GB,,tt9437052,5.8,17
3135,tm309251,Kanavu Variyam,MOVIE,2017,G,118,"['scifi', 'family', 'drama']",US,,tt5283434,6.4,144
3136,ts80671,We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],US,1,tt7737500,7.5,148
3137,tm320949,Simplemente Manu NNa,MOVIE,2017,,71,['comedy'],US,,tt6833550,5.5,50
3138,tm438423,For the Broken Hearted,MOVIE,2018,,92,['drama'],US,,tt9074344,6.7,94
3139,tm325650,King of Peking,MOVIE,2017,,88,"['comedy', 'drama']",US,,tt6406976,6.4,364
3140,tm428877,Babamın Ceketi,MOVIE,2018,,100,['comedy'],US,,tt8857590,4.9,854
3141,tm478967,Until Midnight,MOVIE,2018,R,78,"['drama', 'thriller']",US,,tt7741602,6.9,717
3142,tm364525,Beat Bugs: All Together Now,MOVIE,2017,,50,['animation'],GB,,,,
3143,tm1073433,Shiva: The Secret World Of Vedas City,MOVIE,2017,G,78,[],GB,,,,
3144,tm369456,Fakkah Fuzz: Almost Banned,MOVIE,2018,,60,['comedy'],US,,tt8507516,4.3,56
3145,tm447514,Vir Das: Losing It,MOVIE,2018,PG-13,67,['comedy'],GB,,tt9315848,7,1238
3146,tm476959,What Did I Mess,MOVIE,2018,PG-13,100,"['romance', 'comedy']",US,,tt9163340,7.1,695
3147,ts84372,YG Future Strategy Office,SHOW,2018,TV-MA,27,['comedy'],US,1,tt8129694,6.9,204
3148,tm422510,Al-Khawaga's Dilemma,MOVIE,2018,,110,['drama'],US,,,,
3149,tm362878,Dilan 1990,MOVIE,2018,,109,"['romance', 'drama']",US,,tt7843946,7,3294
3150,tm449262,Ascharya Fuck It,MOVIE,2018,,90,"['thriller', 'drama', 'romance']",US,,tt6531196,5.4,904
3151,tm407881,Fary Is the New Black,MOVIE,2018,,74,"['comedy', 'european']",US,,tt8201924,5.8,132
3152,tm1073233,Motu Patlu in the City of Gold,MOVIE,2018,G,77,[],US,,,,
3153,tm426994,Brij Mohan Amar Rahe!,MOVIE,2018,,100,"['comedy', 'drama', 'crime']",GB,,tt6514010,7,3759
3154,tm421161,W. Kamau Bell: Private School Negro,MOVIE,2018,,65,['comedy'],GB,,tt8467788,6.4,770
3155,tm246330,Pandigai,MOVIE,2017,R,150,"['thriller', 'action', 'romance']",US,,tt7087944,6.3,285
3156,tm858471,The Bridge,MOVIE,2017,,115,"['romance', 'drama']",GB,,tt8193396,5.6,36
3157,tm465864,Hajwala 2: Mysterious Mission,MOVIE,2018,PG-13,115,"['action', 'comedy']",US,,tt8531618,4,91
3158,tm493814,Satria Heroes: Revenge of the Darkness,MOVIE,2017,,92,"['drama', 'fantasy', 'scifi', 'action']",US,,tt9033440,4.4,69
3159,tm491499,Fan of Amoory,MOVIE,2018,G,91,['drama'],US,,tt9140904,5.9,35
3160,tm481189,Bogda,MOVIE,2018,,160,['drama'],US,,tt6685074,7.2,52
3161,tm433087,Rise: Ini Kalilah,MOVIE,2018,,102,['drama'],US,,tt9866736,5.1,40
3162,ts84341,What She Put on the Table,SHOW,2017,TV-14,85,['drama'],US,1,tt7073222,7.3,30
3163,tm332572,Meghnadbodh Rohoshyo,MOVIE,2017,,122,['thriller'],US,,tt6791638,6.3,491
3164,tm421125,The Suit,MOVIE,2018,,96,"['comedy', 'family', 'action', 'drama']",GB,,tt8805486,5.4,1608
3165,ts250172,Afronta!,SHOW,2017,TV-PG,0,['documentation'],GB,1,tt12467250,7.4,8
3166,ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,"['music', 'animation', 'family']",US,1,tt11456582,4.2,9
3167,tm332500,Finally Found Someone,MOVIE,2017,,118,"['comedy', 'romance']",GB,,tt7151438,5.7,229
3168,tm436704,Super Monsters Save Halloween,MOVIE,2018,,24,"['animation', 'family']",US,,tt9085726,5.4,27
3169,tm441915,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,G,26,"['animation', 'fantasy']",US,,tt9233904,5.3,95
3170,tm460198,Catch.er,MOVIE,2017,,81,"['crime', 'drama']",US,,tt8607728,4.5,30
3171,tm327926,Panoptic,MOVIE,2017,,79,['documentation'],US,,tt7138456,6.2,59
3172,tm458186,Komola Rocket,MOVIE,2018,,95,['drama'],US,,tt8506874,7.4,1017
3173,tm478701,Lara and the Beat,MOVIE,2018,,137,"['drama', 'music', 'romance']",US,,tt7819668,6.7,146
3174,ts78444,Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,['animation'],US,2,tt7924854,4.8,48
3175,tm426260,Si Doel the Movie,MOVIE,2018,,85,"['drama', 'comedy', 'romance']",GB,,tt8669070,6.9,415
3176,tm1146751,Bahasha,MOVIE,2018,,85,['drama'],GB,,tt8627254,7,23
3177,tm463592,Little Miss Sumo,MOVIE,2018,,18,['documentation'],US,,,,
3178,ts86497,Russian Doll,SHOW,2019,TV-MA,28,"['drama', 'comedy']",GB,2,tt7520794,7.8,88945
3179,tm441050,The Gentlemen,MOVIE,2019,R,113,"['comedy', 'crime', 'action']",US,,tt8367814,7.8,314049
3180,ts216679,Bridgerton,SHOW,2020,TV-MA,62,"['drama', 'romance']",US,4,tt8740790,7.3,122036
3181,ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",US,3,tt9335498,8.7,88265
3182,ts82915,Sex Education,SHOW,2019,TV-MA,52,"['drama', 'comedy']",US,4,tt7767422,8.3,251168
3183,ts81007,After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",US,3,tt8398600,8.5,124972
3184,ts88361,"Love, Death & Robots",SHOW,2019,TV-MA,13,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",US,3,tt9561862,8.4,131937
3185,ts76645,The Umbrella Academy,SHOW,2019,TV-14,52,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",US,3,tt1312171,8,202522
3186,ts57327,The Witcher,SHOW,2019,TV-MA,58,"['scifi', 'action', 'drama', 'fantasy', 'horror']",GB,2,tt5180504,8.2,465949
3187,tm681578,The Rental,MOVIE,2020,R,88,"['thriller', 'drama', 'horror']",GB,,tt10003008,5.7,29201
3188,tm366227,Uncut Gems,MOVIE,2019,R,130,"['drama', 'thriller', 'comedy', 'crime']",US,,tt5727208,7.4,261956
3189,ts87453,Space Force,SHOW,2020,TV-MA,30,['comedy'],GB,2,tt9612516,6.7,61739
3190,ts88613,Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,"['documentation', 'sport']",US,6,tt8289930,8.6,36661
3191,tm832345,365 Days,MOVIE,2020,,114,"['romance', 'drama', 'european']",US,,tt10886166,3.3,80198
3192,ts89259,The Queen's Gambit,SHOW,2020,TV-MA,56,"['drama', 'sport']",US,1,tt10048342,8.6,406350
3193,ts89339,Selling Sunset,SHOW,2019,TV-MA,35,['reality'],US,5,tt9817298,6.5,5482
3194,ts82914,Dead to Me,SHOW,2019,TV-MA,31,"['drama', 'crime', 'comedy']",US,2,tt9889712,8,73110
3195,ts90234,I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,['comedy'],US,3,tt10050772,7.9,11411
3196,ts81120,The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",US,1,tt8420184,9.1,108321
